ResponseID,Response_Zip_Code
2997,913403719
2998,900292905
2999,900182743
3000,932916126
3001,907062334
3002,900031403
3003,902501960
3004,931171930
3005,907311608
3006,916042731
3007,917764217
3008,900084007
3009,900183536
3010,925043712
3011,928052100
3012,917232442
3013,932774835
3014,900084012
3015,918033172
3016,917662931
3017,900022462
3018,928817037
3019,911074340
3020,916014228
3021,930306537
3022,917233003
3023,913421431
3024,900012202
3025,931032214
3026,917614357
3027,900013217
3028,903052246
3029,932305662
3030,924042516
3031,900183105
3032,902553540
3033,917025203
3034,925064151
3035,923765271
3036,923361417
3037,932154215
3038,902212104
3039,900112740
3040,935343893
3041,931012919
3042,906605520
3043,907454020
3044,932912042
3045,907445097
3046,902213634
3047,902496132
3048,932301322
3049,903041740
3050,922206487
3051,902201220
3052,930336566
3053,922017092
3054,928053403
3055,935368218
3056,923355019
3057,917461055
3058,930303121
3059,900372027
3060,930307694
3061,925078467
3062,900612826
3063,913022954
3064,922602903
3065,900085351
3066,902552896
3067,900474239
3068,900034598
3069,913425024
3070,935364673
3071,934051053
3072,900592503
3073,900082858
3074,900322623
3075,900431309
3076,914065216
3077,900081543
3078,900683408
3079,900321728
3080,932575440
3081,902806841
3082,902805839
3083,902214100
3084,924111199
3085,922271610
3086,922431449
3087,934367725
3088,932576047
3089,900433930
3090,900433840
3091,900391446
3092,907451232
3093,907323251
3094,930334504
3095,922202356
3096,900273341
3097,900163720
3098,913524643
3099,907314215
3100,902806748
3101,917242501
3102,900651201
3103,934555518
3104,917222603
3105,903031673
3106,935505486
3107,913424645
3108,917674223
3109,900313433
3110,913421207
3111,928827911
3112,900165620
3113,932307603
3114,900434964
3115,900434748
3116,900444233
3117,930305150
3118,934365011
3119,900592329
3120,926044760
3121,922512319
3122,907454942
3123,902802705
3124,928063439
3125,900013626
3126,900073426
3127,936152279
3128,934014622
3129,913423620
3130,900195364
3131,913313831
3132,900181003
3133,922499509
3134,917664322
3135,900111300
3136,932154961
3137,928063210
3138,900682308
3139,935343608
3140,932153030
3141,906063023
3142,917621727
3143,932152939
3144,912032508
3145,903032526
3146,932774068
3147,900012913
3148,925437840
3149,913423959
3150,900374047
3151,917634440
3152,922202519
3153,900114833
3154,913254078
3155,900435324
3156,913253027
3157,928055319
3158,917661418
3159,923355967
3160,900023646
3161,917231121
3162,928054609
3163,922436165
3164,900651106
3165,928826989
3166,900111207
3167,900021206
3168,932572689
3169,913427562
3170,907315634
3171,914012126
3172,903051408
3173,911074413
3174,932919643
3175,913424241
3176,900013818
3177,932154221
3178,923356135
3179,928826828
3180,918033732
3181,916044531
3182,932154023
3183,917663520
3184,900622244
3185,900474167
3186,917892433
3187,900222809
3188,922203388
3189,900021127
3190,910015060
3191,902502633
3192,917864441
3193,925035362
3194,934367034
3195,900471721
3196,902402415
3197,900392351
3198,917241408
3199,932153016
3200,917025054
3201,917664796
3202,900654620
3203,910078046
3204,923357304
3205,932151015
3206,903022820
3207,907314293
3208,900013131
3209,900591153
3210,918011372
3211,924112101
3212,934360928
3213,916052146
3214,902556913
3215,922273422
3216,900313023
3217,917063711
3218,932154769
3219,902402415
3220,914031414
3221,928792724
3222,917543221
3223,900175766
3224,900012119
3225,931014211
3226,922204675
3227,922013821
3228,923355718
3229,913311541
3230,924112321
3231,900322664
3232,900023702
3233,932922356
3234,922033819
3235,923365026
3236,934360948
3237,900022414
3238,924044032
3239,900193159
3240,900444439
3241,914024417
3242,917702638
3243,900442066
3244,934367925
3245,925452574
3246,913404023
3247,900422216
3248,935364958
3249,932472353
3250,918032642
3251,925437285
3252,935366834
3253,900353995
3254,912031776
3255,900313029
3256,935011101
3257,907441223
3258,932301265
3259,923742154
3260,925043722
3261,923242544
3262,922206120
3263,917024647
3264,923352372
3265,902203732
3266,900474914
3267,917643502
3268,900032433
3269,900114210
3270,935525443
3271,924103522
3272,913444123
3273,917665040
3274,902805113
3275,913442233
3276,913451525
3277,922533077
3278,930362007
3279,922431555
3280,925458980
3281,932152917
3282,935365123
3283,932913414
3284,900111229
3285,932455323
3286,922271739
3287,900332910
3288,900433520
3289,930211901
3290,924042326
3291,932306776
3292,900181020
3293,923354877
3294,902214074
3295,900292901
3296,902012452
3297,913404317
3298,918013201
3299,935367635
3300,935516193
3301,900444938
3302,900083902
3303,900182852
3304,925082505
3305,902918661
3306,903041021
3307,925075129
3308,935343308
3309,932307400
3310,900441005
3311,923362156
3312,917453521
3313,903032538
3314,900032011
3315,917545543
3316,903034133
3317,932575944
3318,911063427
3319,906502334
3320,913451505
3321,917666232
3322,912021149
3323,914113114
3324,925448622
3325,916055302
3326,913352051
3327,923356245
3328,900183545
3329,927061254
3330,932351500
3331,900334123
3332,900084618
3333,922518823
3334,900022508
3335,910011731
3336,910422129
3337,913204438
3338,900444605
3339,932303277
3340,903053021
3341,900432926
3342,917323406
3343,917624772
3344,900271763
3345,932913305
3346,900293088
3347,900181715
3348,900421861
3349,902703328
3350,903014821
3351,935342639
3352,934585508
3353,925044141
3354,900013448
3355,914024414
3356,903031673
3357,907315628
3358,918011140
3359,902805961
3360,900083915
3361,903054853
3362,900311533
3363,924054339
3364,917911434
3365,927031844
3366,928011754
3367,917681309
3368,935514706
3369,917663726
3370,902503217
3371,934366978
3372,935514089
3373,934552946
3374,934367127
3375,900183327
3376,93242
3377,917018516
3378,902506856
3379,936183303
3380,934363613
3381,902223524
3382,902751603
3383,930337749
3384,934556319
3385,934366977
